Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Northern America,NAC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36268.50573,35690.44076,36367.75383,36884.76662,37921.86211,38485.22549,39411.65303,40674.94143,42000.05137,43522.06394,44862.17775,44888.9686,45288.4299,46143.97568,47428.30416,48630.88255,49528.66779,49987.35549,49489.12452,47784.01086,48610.95334,49058.92453,49757.80518,50325.86932,51186.39794,52179.76459,52574.39491,53400.49145,54500.25416,
Namibia,NAM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5713.197044,5997.70786,6256.967012,6007.091051,5970.034543,6065.468995,6125.407776,6253.621264,6334.101695,6427.913285,6538.53991,6509.993637,6719.1212,6901.147515,7631.62079,7701.218829,8107.914411,8393.770232,8460.680896,8332.199377,8677.655998,8959.515893,9249.687232,9599.649641,10030.11804,10449.95113,10374.00763,10093.23318,9897.630423,
New Caledonia,NCL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.012648,886.4253411,801.7676557,786.443441,790.4570705,783.5378931,782.5947531,776.3681139,827.4071764,793.7821231,754.8552116,779.6003073,774.0887222,785.5989672,757.7512617,762.8744291,777.4758177,772.3733645,815.0403942,778.9822573,812.3038742,799.258376,859.7865909,870.4018396,900.1369182,903.4200536,912.0285811,920.6266175,931.9875075,
Nigeria,NGA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360.808709,3288.065043,3354.675406,3205.154903,3069.486608,2991.827074,3040.730913,3053.101617,3054.847983,2996.936308,3069.436452,3170.438352,3565.394784,3731.463251,3973.620278,4121.503484,4258.593641,4421.360081,4596.999232,4835.949376,5085.414013,5213.837194,5290.630106,5494.516734,5687.592044,5685.925839,5448.912867,5351.441254,5315.823181,
Nicaragua,NIC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2972.781036,2901.704637,2848.213961,2774.728562,2806.643027,2913.031343,3039.438236,3103.655502,3164.457266,3332.549833,3415.677834,3464.821661,3441.474862,3479.696568,3614.80599,3718.486108,3820.148771,3959.289671,4039.406582,3853.306075,3968.986267,4163.241326,4374.782805,4529.813066,4684.552634,4845.542979,5001.76443,5169.297773,4910.025441,
Netherlands,NLD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32305.18752,32833.39501,33142.03385,33325.72347,34106.26793,34995.75033,36053.42809,37421.07223,38925.58753,40613.936,42016.5538,42670.94405,42491.56915,42357.38516,43048.31377,43828.65019,45272.78225,46878.77059,47710.09836,45724.86277,46101.7545,46599.02103,45948.53628,45753.6324,46238.2097,46935.60497,47709.72121,48809.08905,49787.07275,
Norway,NOR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42813.76496,43924.62825,45232.84169,46243.77986,48305.7807,50051.87133,52302.69134,54768.91581,55872.63975,56608.56513,58045.06727,58956.39415,59482.36596,59678.44753,61675.60078,62864.79647,63854.11354,65083.2587,64586.14726,62698.28536,62350.41071,62145.02615,63003.4109,62896.29006,63419.31478,64028.39153,64220.37415,64965.386,65441.39205,
Nepal,NPL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.058283,1231.153176,1247.457938,1260.604689,1328.45681,1340.440135,1378.993309,1416.90048,1429.690427,1464.071462,1526.843323,1573.447459,1551.221233,1589.579245,1641.855723,1677.520557,1712.530306,1749.750046,1836.793825,1904.561641,1986.710015,2052.547197,2154.793171,2249.759891,2385.470716,2454.874607,2447.034074,2605.510114,2723.962057,
Nauru,NRU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4048.802597,5415.410229,5855.9501,6605.61512,7339.304367,7905.088755,10078.39136,12561.44634,12270.29759,12950.52898,13669.81325,13372.98024,
New Zealand,NZL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24037.76737,22651.10344,22661.76599,23836.87255,24726.07658,25517.28278,26026.10282,26211.74679,26185.95087,27469.89448,28101.83216,28905.94869,29737.72996,30487.03536,31248.95195,31924.45923,32434.59285,33101.79626,32490.90997,32098.96567,32232.70889,32734.53667,33280.2459,33876.05222,34608.06169,35177.81731,35702.87601,36046.39432,36354.23039,
OECD members,OED,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932.26555,27044.57687,27388.87697,27531.84902,28171.25465,28695.31591,29405.72954,30263.80723,30931.52493,31735.43939,32818.30096,33024.38861,33334.56025,33787.80637,34669.6631,35425.47641,36291.89711,36987.02428,36834.37646,35322.24511,36147.01516,36690.98471,36963.17512,37304.67023,37867.5612,38588.08937,39040.36648,39802.48415,40489.89136,
Oman,OMN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35042.11435,35568.82969,36821.23191,37372.44795,37441.94357,38316.63344,38912.18274,41019.55732,42064.13126,41954.99339,43966.31843,45396.86337,44130.07669,42028.68711,41538.55836,41458.67505,42509.28143,43125.41762,45070.45926,45743.15569,45336.24007,41942.12056,42619.50012,41330.99289,39700.39679,39243.18166,39248.8784,37328.58836,36830.89419,
Other small states,OSS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13830.88979,14201.6737,14620.67414,15017.16311,16176.53963,16813.33175,18296.5448,19611.43588,20594.59181,20523.19774,21747.57577,22954.97928,23344.91463,23585.55928,23763.65761,23908.38639,23933.26832,23918.35405,23913.30855,
Pakistan,PAK,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3055.824399,3119.764828,3267.768323,3235.023045,3264.586407,3332.080948,3395.569914,3332.965558,3322.002667,3349.658419,3401.113326,3382.17412,3407.858191,3490.308899,3662.067015,3853.336083,3998.620372,4097.304698,4073.773767,4096.608873,4071.97606,4094.527112,4148.942547,4241.18504,4347.527506,4459.146517,4608.527214,4771.205236,4927.921448,
Panama,PAN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7855.222738,8417.383919,8920.939615,9215.789724,9285.869585,9256.941239,9439.5029,9846.485861,10357.40975,10549.83862,10624.85304,10480.7043,10511.7647,10749.50907,11344.88991,11938.49057,12736.45197,14006.70535,15113.52655,15032.01023,15630.8618,17099.81883,18452.6687,19393.15902,20031.69344,20821.56191,21484.3151,22243.54948,22674.39904,
Peru,PER,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5253.766315,5262.83517,5133.096328,5300.405602,5842.166519,6159.522549,6215.624754,6498.197348,6359.962614,6351.02055,6428.067058,6385.88845,6659.181461,6867.797012,7142.562361,7525.568023,8024.228414,8636.769948,9349.357653,9376.196709,10075.2258,10626.07713,11185.80881,11734.20114,11887.38971,12121.20473,12415.19566,12518.1634,12794.21271,
Philippines,PHL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013.584098,3892.294628,3811.413542,3800.094861,3874.498124,3962.596071,4099.220622,4215.595114,4099.16764,4133.937832,4224.103152,4254.639093,4318.036801,4440.604802,4645.252805,4776.09181,4937.14271,5174.513587,5300.675023,5273.812263,5582.533147,5689.760941,5967.489234,6281.835863,6558.973377,6847.865174,7209.786486,7580.847417,7942.509857,
Palau,PLW,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12350.06021,12979.56934,13321.41879,12778.45465,13358.52633,14019.44619,13880.22815,14288.20403,13851.26124,13328.47957,13630.0306,14534.21661,15146.6691,14856.62577,15548.34508,17132.28123,17164.19551,16474.19353,17202.27064,
Papua New Guinea,PNG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.826719,2373.155847,2639.988973,3049.382043,3156.212674,2980.242967,3133.882319,2938.321416,2759.124037,2744.244498,2615.641549,2556.918192,2500.952743,2503.855975,2519.019216,2620.830952,2619.66043,2841.298527,2764.841919,2883.331061,3103.275371,3069.74206,3145.585422,3200.063088,3559.69646,3820.444632,3898.238465,3880.650005,3821.035708,
Poland,POL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10276.62382,9521.827279,9731.408968,10069.54456,10580.15662,11300.3266,11975.62573,12740.83148,13324.02881,13943.69237,14732.52977,14920.4715,15232.15889,15785.43223,16605.82751,17193.53412,18267.60456,19563.30407,20391.90182,20952.78787,21770.63009,22850.63885,23218.11105,23555.49576,24355.3943,25307.24394,26093.51715,27346.27981,28751.64865,
Pre demographic dividend,PRE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2536.975602,2164.070797,2175.340911,2131.281741,2075.885553,2078.299149,2143.432682,2220.42391,2348.927117,2409.270622,2412.539465,2456.866648,2512.228329,2404.573364,2657.242257,2752.379594,2869.558463,2965.91933,3078.719132,3145.380658,3251.239504,3306.58941,3398.665149,3500.872588,3558.31721,3565.609912,3582.655351,3544.754384,3527.6566,
Puerto Rico,PRI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22227.18449,22579.09146,23457.71537,24341.35256,25125.79631,26027.22543,26332.3433,27361.9218,28709.73912,30105.98484,31005.17579,32892.16603,33150.83801,33147.79345,36040.41124,35375.29973,35024.7199,34820.77186,34379.73772,33892.84814,33924.06415,34195.65107,34622.06037,34913.63318,35066.05686,35314.54135,35550.95487,35454.40627,35085.29731,
North Korea,PRK,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20166.92799,21096.42846,21342.85656,20881.20607,21026.02091,21850.74,22529.92,23422.33653,24420.94811,25227.38858,25999.49069,26318.47801,26375.96451,26031.64959,26439.93334,26593.2857,26957.63637,27575.23646,27590.3748,26743.19799,27238.46067,26780.21491,25805.84983,25654.6143,26023.69785,26607.83281,27205.9178,28034.61996,28687.48423,
Paraguay,PRY,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7932.98367,8000.010298,7933.163285,8122.83557,8352.077105,8715.072618,8651.573764,8819.288686,8635.682842,8340.527878,7983.972182,7763.88465,7616.970613,7803.576813,7981.949334,8021.301625,8280.20175,8605.110815,9027.602774,8883.541254,9740.68188,10016.77037,9827.018668,10508.94329,10870.74344,11056.13344,11381.32049,11790.46156,12063.02052,
West Bank and Gaza,PSE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3236.196368,3314.761163,3208.119899,3517.569954,3920.32001,4137.843864,3688.342101,3260.544679,2781.34198,3091.166371,3324.834407,3590.935174,3363.805705,3495.042522,3606.899838,3816.16507,4019.485067,4405.778573,4568.50907,4559.032259,4445.30747,4493.61208,4600.6854,4651.723645,4576.432497,
Pacific island small states,PSS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4109.230245,4020.785094,4168.525974,4209.830884,4337.46364,4424.824807,4513.476708,4385.952931,4409.895374,4609.036445,4507.42367,4521.370841,4576.539144,4611.69791,4755.035172,4790.380491,4838.598478,4817.090196,4836.594843,4699.849707,4776.621802,4906.83949,4931.23569,5023.780276,5175.560707,5308.86859,5406.694877,5558.161955,5689.049374,
Post demographic dividend,PST,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28413.78558,28530.35518,28831.188,28906.36568,29552.9447,30168.58723,30856.94217,31726.08935,32415.27603,33375.84492,34550.87707,34943.65981,35346.46605,35901.12001,36877.94735,37713.17709,38651.63418,39442.81353,39328.88044,37758.33243,38654.89344,39186.69216,39457.68934,39807.90137,40380.66896,41035.25451,41533.66759,42340.18924,43117.87826,
French Polynesia,PYF,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108287.1541,108384.2599,111481.7278,108688.9166,117271.4271,109732.195,117155.5881,116022.7462,115779.4839,112525.7183,119973.5535,124024.5682,120366.2801,118117.843,116693.5077,115940.0272,114455.7871,113262.1816,112531.5295,
Romania,ROU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11445.66602,10054.05143,9255.836202,9410.141969,9794.371984,10425.97767,10864.65304,10367.62445,10178.2262,10155.81878,10419.2582,11117.00192,11968.10507,12336.95774,13701.31587,14429.74716,15680.90377,17065.47241,18967.2843,18070.70408,17469.17545,17907.67463,18361.20494,19077.22578,19801.94803,20665.63634,21782.13102,23441.64222,24544.02508,
Russia,RUS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20639.00054,19553.5856,16704.93383,15274.22059,13370.85335,12813.39668,12370.09599,12564.03096,11917.84646,12719.89289,14050.85134,14829.08298,15604.14949,16818.74263,18098.36708,19325.93574,20970.1899,22798.97083,24005.99668,22121.85249,23325.98119,24310.04397,25156.42094,25551.08997,25284.5862,24516.54995,24416.62388,24790.64833,,
Rwanda,RWA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.019187,870.6753248,974.3043955,957.9755598,502.9054025,691.6736014,756.9276282,807.1552005,810.1479861,784.0520768,803.3700014,840.0349642,928.7484309,934.7715157,990.1166239,1063.40562,1135.438022,1192.278726,1290.525666,1335.059311,1396.405704,1467.961708,1558.624378,1592.560263,1671.909602,1774.476218,1832.304293,1892.676646,2003.134142,
South Asia,SAS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967.806979,1962.6952,2031.345975,2074.314041,2153.30706,2255.302569,2361.146192,2400.769182,2484.946767,2626.075034,2681.932726,2745.751928,2796.53735,2945.975394,3114.928871,3300.360786,3497.379765,3693.187389,3753.470967,3959.183751,4198.291042,4351.077423,4527.664434,4739.923922,5005.26102,5310.506681,5647.797935,5965.680658,6292.941511,
Saudi Arabia,SAU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42700.42139,47530.97531,47967.76567,46033.48381,45144.06305,44209.91327,44434.11394,44060.44417,44473.2625,41928.07448,43280.86613,41670.31386,39376.30962,42532.54923,44575.57804,45709.57387,45675.9218,45251.94361,46772.72547,44533.56777,45428.21026,48473.70921,49541.41781,49359.49284,49731.7793,50467.00012,50163.63688,48803.96059,48995.60804,
Sudan,SDN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.203432,1846.217042,1917.370712,1953.472185,1922.063006,1984.118474,2046.124174,2202.059056,2235.16419,2242.053557,2319.22798,2402.208872,2486.239434,2604.71111,2631.297686,2750.627444,2944.538503,3194.473932,3351.263071,3368.965521,3396.643096,3643.092161,4074.022501,4152.249475,4161.895062,4262.233622,4356.784131,4435.857095,,
Senegal,SEN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323.34585,2312.312616,2272.31022,2235.648808,2173.361457,2229.560445,2217.593217,2232.268423,2309.091916,2398.95004,2417.825396,2468.526931,2424.86839,2523.670342,2605.43792,2682.443304,2677.927657,2736.884191,2772.552546,2754.754974,2775.701914,2739.335655,2800.411597,2799.96242,2902.507332,3001.819107,3104.244483,3232.310165,3356.33591,
Singapore,SGP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34911.74,36201.88755,37463.00919,40714.21714,43835.78329,45586.31317,47040.93058,49272.27949,46580.95101,48855.25571,52356.63983,50418.42008,51916.1612,55077.15039,59732.95854,62638.95285,66176.05791,69202.65893,66842.15013,64934.79931,73060.9446,76034.33406,77492.6312,79919.26236,81965.36107,83341.5749,84704.28093,87760.36815,90091.41517,
Solomon Islands,SLB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883.02275,1940.614624,2125.819204,2148.442876,2280.299036,2399.133743,2370.080427,2271.560133,2248.795719,2177.238924,1816.510256,1627.086864,1539.802937,1597.390368,1633.531695,1680.388465,1755.429777,1841.611514,1928.483032,1794.95184,1871.117643,2064.595793,2102.190194,2107.746783,2097.376613,2093.502471,2108.807089,2126.352921,2141.703812,
Sierra Leone,SLE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248.399304,1269.270102,1028.166226,1046.817478,1031.000374,949.8050815,964.5112904,903.086328,909.5178656,875.3543071,908.7062056,820.7016368,993.279269,1036.66209,1057.693494,1063.908464,1073.919879,1129.382074,1162.409058,1172.862734,1208.048721,1255.453038,1413.88134,1669.131278,1707.097335,1326.205504,1376.397474,1403.791088,1425.341577,
El Salvador,SLV,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4511.994251,4517.598044,4768.480708,4977.81928,5144.330325,5324.08267,5309.753305,5422.513104,5517.009109,5590.804641,5612.384071,5624.301948,5679.551107,5737.541044,5760.090418,5888.35391,6116.512765,6203.365772,6308.509707,6151.074943,6280.953038,6492.562131,6646.021483,6764.081302,6848.076011,6978.835606,7118.915188,7246.755527,7392.898451,
San Marino,SMR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65219.82507,69393.48242,74786.26503,75557.24965,78748.21142,77999.12192,79927.78199,82502.32789,83360.57161,85478.56754,90467.66988,90839.50796,78207.98877,73580.88052,65725.56752,59923.90915,57306.94774,56110.33908,55897.32486,56731.487,57296.86426,,
Somalia,SOM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7349.092565,7534.866586,8098.871425,8327.233512,7342.287441,7937.312534,8347.941523,8950.206895,9365.29796,10236.38783,10836.03296,11934.26041,12754.37982,13533.20242,13216.39964,13366.64449,13746.92668,13719.65571,14185.3723,14025.58924,14345.53117,14902.559,15289.1099,16035.37329,
Sub Saharan Africa excluding high income,SSA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2642.755075,2583.18562,2509.525472,2425.085317,2384.827175,2399.609826,2459.15715,2482.155335,2478.563094,2468.682798,2488.814758,2533.460859,2627.175891,2672.264441,2776.389192,2873.047831,2970.531239,3084.547064,3168.119664,3191.827052,3287.918284,3347.447916,3389.827092,3473.886892,3548.311503,3560.634131,3519.731605,3524.884667,3525.603466,
South Sudan,SSD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940.874698,3956.033046,4012.665791,3701.001267,1939.673292,2143.194169,2173.567092,1909.907634,1678.003314,,,
Sub Saharan Africa,SSF,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2644.334634,2584.778355,2511.221163,2426.864165,2386.539009,2401.252822,2460.838588,2484.021404,2480.5553,2470.660639,2490.769528,2535.308025,2628.979167,2673.895277,2777.910778,2874.678801,2972.280965,3086.447692,3169.904565,3193.537386,3289.681826,3349.328268,3391.676539,3475.800229,3550.259967,3562.632092,3521.77855,3526.973767,3527.7203,
Small states,SST,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12686.44511,12996.53306,13389.01548,13838.11133,14789.99477,15349.83874,16633.31076,17691.56971,18462.80653,18300.59998,19259.72021,20200.80599,20532.75217,20761.23002,20915.67726,21070.03033,21033.89422,21041.56958,21095.60009,
Sao Tome and Principe,STP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.912798,1983.935164,2072.628117,2105.553595,2201.433486,2339.574911,2348.59924,2469.290281,2460.808083,2559.575764,2612.010147,2638.5969,2712.612632,2836.535319,2889.580149,2953.933816,3011.06566,3033.39298,
Suriname,SUR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10417.0044,10495.25792,10345.60952,9486.141089,9649.176526,9501.856853,9460.656033,9868.947659,9971.444487,9714.509017,9801.331866,10092.33809,10253.23906,10771.71539,11551.49401,11931.49637,12477.85026,12963.08672,13345.83674,13591.149,14130.54876,14788.068,15015.7227,15285.45331,15158.8192,14488.02533,13543.16688,13636.27551,13775.93695,
Slovakia,SVK,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11632.74526,11808.75927,12492.23211,13183.57921,14044.65265,14869.33937,15445.1404,15397.74523,15605.19611,16152.27108,16888.94319,17815.82984,18756.55395,20020.83759,21712.17836,24049.98337,25382.1684,23973.84139,25159.07755,25835.00476,26218.4716,26580.71785,27285.28467,28397.41072,29247.21576,30132.92048,31326.29535,
Slovenia,SVN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18898.58664,17205.67377,16289.48659,16792.63409,17707.73451,18431.04519,19091.06757,20094.45711,20800.00597,21881.43619,22723.32704,23356.70552,24222.70577,24896.11909,25962.90851,26955.47591,28389.3382,30190.72365,31137.77637,28451.54552,28678.37263,28804.70152,27976.91631,27622.68555,28409.7556,29042.72523,29911.87865,31351.30424,32742.51465,
Sweden,SWE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30975.98241,30412.98923,29884.82803,29098.01775,30072.97743,31118.22732,31540.68794,32440.66794,33797.69543,35286.58881,36901.85214,37381.98834,38033.79896,38786.72009,40299.92025,41269.65348,42966.7826,44102.8713,43516.85794,40905.79958,42988.80521,43808.50116,43355.80776,43522.35122,44213.87797,45698.49506,46339.12442,46681.17148,47193.57834,
Eswatini,SWZ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5632.898646,5577.131754,5612.788568,5652.09611,5660.79625,5810.906857,5915.033544,5985.143114,6037.645717,6127.084008,6164.690028,6179.475029,6415.64634,6640.197698,6857.473956,7238.55928,7631.481826,7919.822478,7929.433084,7996.246001,8242.160371,8370.819837,8706.816777,9201.508972,9309.109691,9269.142345,9482.464763,9567.585628,9530.37393,
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32875.27578,34108.59674,36340.24464,35563.84882,34092.65219,33640.79577,32819.24248,32017.76664,,,
Seychelles,SYC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14216.5299,14415.67098,15377.31306,15993.4304,15448.33633,15097.194,15608.90136,17272.09496,18360.92166,18340.82816,18453.10977,18018.24135,17687.64112,16835.77295,16416.56087,17812.27995,19086.45369,20968.21668,20064.3024,19764.80709,20365.11893,22556.58257,22618.01239,23540.38051,24221.14435,24856.55979,25630.71024,26415.8067,27114.01549,
Syria,SYR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19845.63099,18952.3049,18843.22735,19743.73032,20560.98614,21126.23564,21699.46874,22512.0515,
